region;response;contrast_type;frac_plot;frac_bin;stage;median;lower;upper;n_runs
CBA;Prec;Current landscape;8;35–40;SF[a];52,5651334641239;7,10991887017832;89,89580365022;30
CBA;Prec;Current landscape;9;40–45;SF[e];59,9664251666946;23,9537344024522;112,559334875385;30
CBA;Prec;Current landscape;9;40–45;SF[i];35,2434938393471;-6,90881055435326;89,248810643789;30
CBA;Prec;Current landscape;9;40–45;SF[a];10,1151462683972;-32,250048743165;46,9148247744239;30
CBA;Prec;Current landscape;10;45–50;SF[e];97,1959625531854;57,8038848273984;134,752716473778;30
CBA;Prec;Current landscape;10;45–50;SF[i];52,0781913677648;2,5453980634846;83,5499906465389;30
CBA;Prec;Current landscape;10;45–50;SF[a];27,4807758408033;-10,5237451054649;56,4567248915372;30
CBA;Prec;Current landscape;11;50–55;SF[e];97,2615922038249;61,2872569691194;130,608892388109;30
CBA;Prec;Current landscape;11;50–55;SF[i];29,9046968486789;-10,78291157165;62,3701689646788;30
CBA;Prec;Current landscape;11;50–55;SF[a];10,8561875062566;-24,2636775217646;40,4614479594238;30
CBA;Prec;Current landscape;12;55–60;SF[e];171,406872660042;134,100722552288;198,969102150934;30
CBA;Prec;Current landscape;12;55–60;SF[i];26,0116868268222;-10,8458586352957;59,5412143440086;30
CBA;Prec;Current landscape;12;55–60;SF[a];3,63110328090829;-35,0110836777059;43,4850774291757;30
CBA;Prec;Current landscape;13;60–65;SF[e];70,1440604765265;33,6463538892649;103,319359840899;30
CBA;Prec;Current landscape;13;60–65;SF[i];-15,6817343326163;-64,7170742208997;10,189635322516;30
CBA;Prec;Current landscape;13;60–65;SF[a];-44,1684183376574;-89,1586875645982;-10,9413029194245;30
CBA;Prec;Current landscape;14;65–70;SF[e];107,550371939896;83,3450008072902;141,719533501423;30
CBA;Prec;Current landscape;14;65–70;SF[i];-23,3963258904803;-54,9158841469258;-0,96823884052911;30
CBA;Prec;Current landscape;14;65–70;SF[a];-39,7197062996568;-85,6498865263599;-9,47043880497307;30
CBA;Prec;Current landscape;15;70–75;SF[e];65,8660452498043;17,6073657415994;85,9265790626999;30
CBA;Prec;Current landscape;15;70–75;SF[i];8,82040579671866;-25,2045253299496;36,2775837069567;30
CBA;Prec;Current landscape;15;70–75;SF[a];-26,2334775904415;-79,5264018258227;-1,26116908216967;30
CBA;Prec;Current landscape;16;75–80;SF[e];80,111062221609;43,4478185152128;115,027875577029;30
CBA;Prec;Current landscape;16;75–80;SF[i];-29,0570188486643;-64,6885952612606;7,57452844408272;30
CBA;Prec;Current landscape;16;75–80;SF[a];-20,0288341045319;-72,8652167391299;16,2964382792568;30
CBA;Prec;Current landscape;17;80–85;SF[e];-15,3986601836528;-54,6004017736761;25,7474959986192;30
CBA;Prec;Current landscape;17;80–85;SF[i];-131,169404549766;-170,90507941525;-92,4522309050131;30
CBA;Prec;Current landscape;17;80–85;SF[a];-95,9253332918647;-137,08232210101;-56,7023856436848;30
CBA;Prec;Current landscape;18;85–90;SF[e];50,788428490954;10,4129790966175;96,6024280866206;30
CBA;Prec;Current landscape;18;85–90;SF[i];-83,6439578852192;-123,716729699347;-41,8326271260878;30
CBA;Prec;Current landscape;18;85–90;SF[a];-89,1322358454436;-124,283929048457;-44,8112554079868;30
CBA;Prec;Current landscape;19;90–95;SF[e];21,7725477777203;-12,5205042186395;64,6911901833579;30
CBA;Prec;Current landscape;19;90–95;SF[i];-80,2570136067427;-117,895467593407;-42,4992100785698;30
CBA;Prec;Current landscape;19;90–95;SF[a];-158,606262485263;-188,553837058123;-122,636022744308;30
CBA;Prec;Current landscape;20;95–100;SF[e];-85,3206177239822;-110,215941584943;-67,6131160761095;30
CBA;Prec;Current landscape;20;95–100;SF[i];-97,4863692271806;-112,321076700218;-72,7888107213534;30
CBA;Prec;Current landscape;20;95–100;SF[a];-113,319182263913;-132,150318712659;-93,6086958425669;30
