response,response_label,unit,permutation,n_runs,estimate,contrast,cover_value,cover_label,final_estimate,estimate_centered
Prec,Precipitation,mm,8,6,1.63208905015483,PF - SF[e],0.25,25% cover,1.39245086560322,0.23963818455161
Prec,Precipitation,mm,8,7,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,8,8,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,8,9,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,8,10,0.657961728277314,PF - SF[e],0.25,25% cover,1.39245086560322,-0.734489137325905
Prec,Precipitation,mm,8,11,0.576097046092173,PF - SF[e],0.25,25% cover,1.39245086560322,-0.816353819511047
Prec,Precipitation,mm,8,12,0.657961728277314,PF - SF[e],0.25,25% cover,1.39245086560322,-0.734489137325905
Prec,Precipitation,mm,8,13,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,8,14,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,8,15,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,8,16,1.63208905015483,PF - SF[e],0.25,25% cover,1.39245086560322,0.23963818455161
Prec,Precipitation,mm,8,17,1.99874487035481,PF - SF[e],0.25,25% cover,1.39245086560322,0.60629400475159
Prec,Precipitation,mm,8,18,1.63208905015483,PF - SF[e],0.25,25% cover,1.39245086560322,0.23963818455161
Prec,Precipitation,mm,8,19,1.3460141671826,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0464366984206199
Prec,Precipitation,mm,8,20,1.30572369856873,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0867271670344949
Prec,Precipitation,mm,8,21,1.3460141671826,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0464366984206199
Prec,Precipitation,mm,8,22,1.30572369856873,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0867271670344949
Prec,Precipitation,mm,8,23,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,8,24,1.30572369856873,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0867271670344949
Prec,Precipitation,mm,8,25,1.3460141671826,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0464366984206199
Prec,Precipitation,mm,8,26,1.67237951876871,PF - SF[e],0.25,25% cover,1.39245086560322,0.279928653165485
Prec,Precipitation,mm,8,27,1.99874487035481,PF - SF[e],0.25,25% cover,1.39245086560322,0.60629400475159
Prec,Precipitation,mm,8,28,1.67237951876871,PF - SF[e],0.25,25% cover,1.39245086560322,0.279928653165485
Prec,Precipitation,mm,8,29,1.3460141671826,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0464366984206199
Prec,Precipitation,mm,8,30,1.39245086560322,PF - SF[e],0.25,25% cover,1.39245086560322,0
Prec,Precipitation,mm,9,2,-1.23606564896533,PF - SF[e],0.25,25% cover,1.39245086560322,-2.62851651456855
